;faturamentoBruto;margemBruta;restricoes;cluster
487;36943833,333333336;7978083,333333333;0;0
488;12374154,333333334;0,0;0;0
489;138251,5;0,0;0;0
490;92473471,75;2735943,0;0;0
491;471222,6666666667;284722,6666666667;0;0
492;851267,6666666666;381171,0;0;0
493;146815,16666666666;80795,83333333333;0;0
494;1619033,1666666667;463853,0;0;0
495;1602754,0;869013,25;0;0
496;11797931,666666666;0,0;0;0
497;1458049,3333333333;492525,8333333333;1;1
498;268253,3333333333;0,0;0;0
499;3282766,0;1913239,7777777778;0;0
500;7082804,583333333;0,0;0;0
501;31117222,222222224;9086333,333333334;0;0
502;628820,5;485175,3333333333;1;1
503;118129,83333333333;41086,166666666664;1;1
504;550592,0;0,0;0;0
505;1359088,1666666667;569585,6666666666;1;1
506;766371,5833333334;0,0;0;0
507;76408,0;0,0;0;0
508;258598,83333333334;0,0;0;0
509;109494,5;0,0;0;0
510;2678627,1666666665;951702,25;1;1
511;252186,16666666666;118883,16666666667;0;0
512;5959529,166666667;0,0;0;0
513;4036142,1666666665;848420,5;0;0
514;855668,3333333334;0,0;0;0
515;261729,0;109965,58333333333;0;0
516;4777451,083333333;0,0;0;0
517;22635,363636363636;12073,09090909091;0;0
518;169639,66666666666;0,0;0;0
519;7734179,583333333;0,0;0;0
520;301750,2;0,0;0;0
521;3510230,5;1056396,1666666667;0;0
522;193378,41666666666;0,0;0;0
523;4821960,666666667;0,0;0;0
524;320807,0;0,0;0;0
525;269465,0833333333;0,0;0;0
526;650095,5;0,0;0;0
527;258639,41666666666;101022,83333333333;0;0
528;1669005,3333333333;537059,4444444445;0;0
529;20000,0;0,0;0;0
530;4462306,25;767838,0;0;0
531;1695153,4166666667;0,0;0;0
532;260599,8;0,0;0;0
533;11008174,0;1356288,4545454546;1;1
534;106735,0;0,0;0;0
535;147391,72727272726;0,0;0;0
536;1950187,0;0,0;0;0
537;11440803,333333334;1798433,0;0;0
538;527282,75;0,0;0;0
539;748801,0;419407,0;0;0
540;638499,75;303931,8333333333;0;0
541;473196,1666666667;0,0;0;0
542;249940,83333333334;0,0;0;0
543;6525985,375;1300704,5;1;1
544;17929627,666666668;5672442,916666667;0;0
545;49432,333333333336;0,0;0;0
546;167073,33333333334;0,0;1;1
547;272020,54545454547;0,0;0;0
548;54385,416666666664;0,0;0;0
549;306646,4166666667;0,0;0;0
550;6525985,625;1300704,75;1;1
551;11008174,0;1356288,4545454546;0;0
552;492318,5;0,0;0;0
553;8542317,5;0,0;0;0
554;117032,91666666667;0,0;0;0
555;23194,5;0,0;0;0
556;847679,8333333334;0,0;0;0
557;206650,08333333334;0,0;0;0
558;272168,0;0,0;0;0
559;59212,72727272727;0,0;0;0
560;208239,66666666666;0,0;0;0
561;394211,5;175739,25;0;0
562;761031,8333333334;535050,5833333334;0;0
563;42063,583333333336;0,0;0;0
564;77268,5;0,0;0;0
565;657777,4166666666;487484,9166666667;1;1
566;24142,0;0,0;0;0
567;400005,9166666667;0,0;0;0
568;74159,90909090909;0,0;0;0
569;38731756,333333336;12439398,083333334;0;0
570;1615429,4166666667;542400,6666666666;0;0
571;5182217,833333333;1675412,5833333333;0;0
572;643880,9;278503,9;0;0
573;46823,833333333336;0,0;0;0
574;24153750,0;0,0;1;1
575;156853,16666666666;0,0;0;0
576;164578,0;0,0;0;0
577;9032,57142857143;0,0;0;0
578;38337,916666666664;0,0;0;0
579;14022542,75;5904184,166666667;0;0
580;620353,8333333334;0,0;0;0
581;461272,5;0,0;0;0
582;71578,25;0,0;0;0
